Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Media	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	Barcode	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Other Call Number	Copies	Source	Entry Date	From Where	OCLC	Work id	Lending Patron	Lending Status	Lending Start	Lending End
208333937	The Ex Hex: A Novel	5	Sterling, Erin	Author			Avon (2021), 320 pages	2021					The Ex Hex: A Novel by Erin Sterling (2021)	Paperback	320 p.; 8 inches	0.6503636729 pounds	8 inches	0.72 inches	5.31 inches	8 x 5.31 x 0.72 inches	320 							booktube	To read	English	English		[006302747X]	006302747X, 9780063027473		813.0000	American fiction > Anthologies and Criticism > English (North America) > Literature		1	amazon.com books	[2021-11-11]			26247029				
208333942	The Taking of Annie Thorne	5	Tudor, C.J.				Penguin, Kindle Edition, 346 pages	2019					The Taking of Annie Thorne by C.J. Tudor (2019)	Ebook							346 							booktube	To read		English	PR6120.U36 H54	[]			823.92	2000- > English (not North America) > English fiction > Literature > Modern Period		1		[2021-11-11]			22256544				
208333943	Conversations with Friends	1	Rooney, Sally				Hogarth, Kindle Edition, 304 pages	2017					Conversations with Friends by Sally Rooney (2017)	Ebook							304 							booktube	To read		English	PR6118.O59 C66	[]			823.92	2000- > English (not North America) > English fiction > Literature > Modern Period		1		[2021-11-11]			18500265				
208333944	The Bookseller's Tale (Oxford Medieval Mysteries, #1)	5	Swinfen, Ann				Shakenoak Press, Kindle Edition, 260 pages	2016					The Bookseller's Tale (Oxford Medieval Mysteries, #1) by Ann Swinfen (2016)	Ebook							260 							booktube	To read		English		[]			823.92	2000- > English (not North America) > English fiction > Literature > Modern Period		1		[2021-11-11]			18208676				
208333945	Gods of Jade and Shadow	1	Moreno-Garcia, Silvia				Del Rey, Hardcover, 338 pages	2019					Gods of Jade and Shadow by Silvia Moreno-Garcia (2019)	Hardcover							338 							booktube	To read		English	PR9199.M656174 G63	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			22333861				
208333946	The Beautiful Ones	5	Moreno-Garcia, Silvia				Publisher Unknown, Kindle Edition, 320 pages	2021					The Beautiful Ones by Silvia Moreno-Garcia (2021)	Ebook							320 							booktube	To read		English	PR9199.M656174 B43	[]			813.6000	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			18995115				
208333947	Honey Girl	1	Rogers, Morgan				Park Row Books, Kindle Edition, 241 pages	2021					Honey Girl by Morgan Rogers (2021)	Ebook							241 							booktube	To read			PS3618.O44 H66	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			24621675				
208333948	The House in the Cerulean Sea	5	Klune, T.J.				Tor Books, Kindle Edition, 394 pages	2020					The House in the Cerulean Sea by T.J. Klune (2020)	Ebook							394 							booktube	To read		English	PS3611.L86	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			23695725				
208333950	Pestilence (The Four Horsemen, #1)	1	Thalassa, Laura				Laura Thalassa, Kindle Edition, 381 pages	2018					Pestilence (The Four Horsemen, #1) by Laura Thalassa (2018)	Ebook							381 							booktube	To read		English		[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			21600634				
208333951	Gild (The Plated Prisoner, #1)	1	Kennedy, Raven				Publisher Unknown, Kindle Edition, 375 pages	2020					Gild (The Plated Prisoner, #1) by Raven Kennedy (2020)	Ebook							375 							booktube	To read				[]						1		[2021-11-11]			25971389				
208333952	Spin the Dawn (The Blood of Stars, #1)	1	Lim, Elizabeth				Alfred A. Knopf Books for Young Readers, Hardcover, 392 pages	2019					Spin the Dawn (The Blood of Stars, #1) by Elizabeth Lim (2019)	Hardcover							392 							booktube	To read		English	PZ7.L5523 S	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			22290466				
208333953	Not a Happy Family: A Novel	1	Lapena, Shari	Author			Pamela Dorman Books (2021), 368 pages	2021					Not a Happy Family: A Novel by Shari Lapena (2021)	Hardcover	349 p.; 9.3 inches	1.25 pounds	9.3 inches	1 inch	6.2 inches	9.3 x 6.2 x 1 inches	349 							booktube	To read	English	English	PR9199.L366 N68	[1984880551]	1984880551, 9781984880550		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			25490303				
208333954	Apples Never Fall	1	Moriarty, Liane	Author			Henry Holt and Co. (2021), 480 pages	2021					Apples Never Fall by Liane Moriarty (2021)	Hardcover	467 p.; 9.5 inches	1.5 pounds	9.5 inches	1.5901543 inches	6.41 inches	9.5 x 6.41 x 1.5901543 inches	467 							booktube	To read	English	English	PR9619.M67 A86	[1250220254]	1250220254, 9781250220257		823.92	2000- > English (not North America) > English fiction > Literature > Modern Period		1	amazon.com books	[2021-11-11]			26067511				
208333955	Dolores Claiborne	1	King, Stephen				New York, N.Y. : Signet, c1993.	1993					Dolores Claiborne by Stephen King (1993)	Ebook							384 							booktube	To read	English	English	PS3561.I483D65 1993eb	[1101138173]	1101138173, 9781101138175	Horror Tales|Horror tales|Maine Fiction|Women Maine Fiction|horror tales	813/.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature		1	San Francisco Public Library	[2021-11-11]		ocn671253061	2480				
208333956	The Spanish Love Deception	5	Armas, Elena				Elena Armas, ebook, 487 pages	2021					The Spanish Love Deception by Elena Armas (2021)	Other							487 							booktube, fiction	To read				[9798705893843]	9798705893843		813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			26258177				
208333957	The Year of the Witching	5	Henderson, Alexis	Author			Ace (2020), 368 pages	2020					The Year of the Witching by Alexis Henderson (2020)	Hardcover	368 p.; 9.3 inches	1.12 pounds	9.3 inches	1.3 inches	6.3 inches	9.3 x 6.3 x 1.3 inches	368 							booktube	To read	English	English	PS3608.E52548 Y43	[0593099605]	0593099605, 9780593099605		813.6000	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			24073810				
208333958	Jade Fire Gold	1	Tan, June C.	Author			HarperTeen (2021), 464 pages	2021					Jade Fire Gold by June C. Tan (2021)	Hardcover	464 p.; 8.25 inches	1.15625 pounds	8.25 inches	1.17 inches	5.5 inches	8.25 x 5.5 x 1.17 inches	464 							booktube	To read	English	English		[0063056364]	0063056364, 9780063056367					1	amazon.com books	[2021-11-11]			26265704				
208333959	She Who Became the Sun (The Radiant Emperor, #1)	1	Parker-Chan, Shelley				Tor Books, Kindle Edition, 416 pages	2021					She Who Became the Sun (The Radiant Emperor, #1) by Shelley Parker-Chan (2021)	Ebook							416 							booktube	To read			PR9619.P369 S54	[]			823.92	2000- > English (not North America) > English fiction > Literature > Modern Period		1		[2021-11-11]			24359692				
208333960	For Your Own Good	1	Downing, Samantha	Author			Berkley (2021), 384 pages	2021					For Your Own Good by Samantha Downing (2021)	Hardcover	373 p.; 9.3 inches	1.26 pounds	9.3 inches	1.3 inches	6.3 inches	9.3 x 6.3 x 1.3 inches	373 							booktube	To read	English	English	PS3604.O9457 F67	[0593100972]	0593100972, 9780593100974		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			25791174				
208333961	Kingdom of the Wicked	1	Maniscalco, Kerri	Author			Jimmy Patterson (2020), 384 pages	2020					Kingdom of the Wicked by Kerri Maniscalco (2020)	Hardcover	372 p.; 9.3 inches	1.3 pounds	9.3 inches	1.45 inches	6.4 inches	9.3 x 6.4 x 1.45 inches	372 							booktube	To read	English	English	PZ7.M365 K	[0316428469]	0316428469, 9780316428460		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			24330056				
208333962	Luna and the Lie	1	Zapata, Mariana				Publisher Unknown, ebook, 580 pages	2018					Luna and the Lie by Mariana Zapata (2018)	Other							580 							booktube	To read		English		[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			22622714				
208333963	Finlay Donovan Is Killing It: A Mystery	1											Finlay Donovan Is Killing It: A Mystery	Hardcover	355 p.; 8.45 inches	0.9 pounds	8.45 inches	1.21 inches	5.7499885 inches	8.45 x 5.7499885 x 1.21 inches	355 							booktube	To read	English	English	PS3603.O84	[1250241707]	1250241707, 9781250241702		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			25423818				
208333964	Nightbitch: A Novel	1	Yoder, Rachel	Author			Doubleday (2021), 256 pages	2021					Nightbitch: A Novel by Rachel Yoder (2021)	Hardcover	256 p.; 8.52 inches	0.97 pounds	8.52 inches	1.04 inches	5.89 inches	8.52 x 5.89 x 1.04 inches	256 							booktube	To read	English	English	PS3625.O3385 N54	[0385546815]	0385546815, 9780385546812		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			25786521				
208333965	She Who Rides the Storm	1	Sangster, Caitlin				Margaret K. McElderry Books, Kindle Edition, 400 pages	2021					She Who Rides the Storm by Caitlin Sangster (2021)	Ebook							400 							booktube	To read				[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			27078310				
208333966	The Strange Case of the Alchemist's Daughter (Volume 1) (The Extraordinary Adventures of the Athena Club)	5	Goss, Theodora	Author			Gallery / Saga Press (2017), Edition: Export, 416 pages	2017					The Strange Case of the Alchemist's Daughter (Volume 1) (The Extraordinary Adventures of the Athena Club) by Theodora Goss (2017)	Paperback	402 p.						402 							booktube	To read	English	English	PS3607.O8544 S77	[1534409637]	1534409637, 9781534409637		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			18898797				
208333967	Gone Girl	1	Flynn, Gillian				Broadway Books, Paperback, 415 pages	2014					Gone Girl by Gillian Flynn (2014)	Paperback							415 							booktube	To read		English	PS3606.L935	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-11-11]			11234211				
208333968	Flowers for the Sea	1	Rocklyn, Zin E	Author			Tor.com (2021), 108 pages	2021					Flowers for the Sea by Zin E Rocklyn (2021)	Paperback	112 p.; 8.04 inches	0.661386786 pounds	8.04 inches	0.31496 inches	5.06 inches	8.04 x 5.06 x 0.31496 inches	112 								To read	English	English		[1250804035]	1250804035, 9781250804037		813.0000	American fiction > Anthologies and Criticism > English (North America) > Literature		1	amazon.com books	[2021-11-11]			26422870				
208333969	Marion Lane and the Midnight Murder: A Novel	1	Willberg, T.A.	Author			Park Row (2020), Edition: Original, 336 pages	2020					Marion Lane and the Midnight Murder: A Novel by T.A. Willberg (2020)	Hardcover	336 p.; 9.31 inches	1 pound	9.31 inches	1.0499979 inches	6.0401454 inches	9.31 x 6.0401454 x 1.0499979 inches	336 							booktube	To read	English	English	PR9125.W55 M37	[0778389332]	0778389332, 9780778389330		823.92	2000- > English (not North America) > English fiction > Literature > Modern Period		1	amazon.com books	[2021-11-11]			25208027				
208333970	The Bones of Ruin (The Bones of Ruin, #1)	5	Raughley, Sarah				Simon Pulse, Hardcover, 496 pages	2021					The Bones of Ruin (The Bones of Ruin, #1) by Sarah Raughley (2021)	Hardcover							496 							booktube	To read			PZ7.R38 B	[]						1		[2021-11-11]			24938922				
208333971	A Touch of Jen	3	Morgan, Beth	Author			Little, Brown and Company (2021), 320 pages	2021					A Touch of Jen by Beth Morgan (2021)	Hardcover	320 p.; 9.55 inches	1.15 pounds	9.55 inches	1.25 inches	6.35 inches	9.55 x 6.35 x 1.25 inches	320 							booktube	To read	English	English		[0316704261]	0316704261, 9780316704267		813.00	American fiction > Anthologies and Criticism > English (North America) > Literature		1	amazon.com books	[2021-11-11]			25924381				
208333972	The Left Hand of Darkness (Hainish Cycle, #4)	5	Guin, Ursula K. Le				Ace, Paperback, 304 pages	2000					The Left Hand of Darkness (Hainish Cycle, #4) by Ursula K. Le Guin (2000)	Paperback							304 							booktube, science fiction	To read		English	PS3562.E42 L39	[]		Science Fiction|Science fiction|Science fiction, American|science fiction	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature		1		[2021-11-11]			23117				
208333973	The Woman in Black: A Ghost Story	5	Hill, Susan	Author	Lawrence, John	Illustrator	David R. Godine, Publisher (2001), Edition: Fourth softcover printing, 144 pages	2001					The Woman in Black: A Ghost Story by Susan Hill (2001)	Paperback	138 p.; 8.58 inches	0.44 pounds	8.58 inches	0.41 inches	5.58 inches	8.58 x 5.58 x 0.41 inches	138 								To read	English	English	PR6058.I45 W6	[1567921892]	1567921892, 9781567921892	Suspense fiction	823.914	1901-1999 > 1945-1999 > English (not North America) > English fiction > Literature > Modern Period		1	amazon.com books	[2021-11-11]			63662				
208333974	Uzumaki (3-in-1 Deluxe Edition) (Junji Ito)	1	Ito, Junji	Author			VIZ Media LLC (2013), Edition: Deluxe ed., 648 pages	2013					Uzumaki (3-in-1 Deluxe Edition) (Junji Ito) by Junji Ito (2013)	Hardcover	653 p.; 8.25 inches	2.21785035572 pounds	8.25 inches	1.9 inches	5.75 inches	8.25 x 5.75 x 1.9 inches	653 							booktube	To read	English	English	PN6790.J33 I763	[1421561328]	1421561328, 9781421561325		741.5	Arts and Recreation > Cartoons, Caricatures, Comics > Drawing &  drawings > Drawing and decorative arts		1	amazon.com books	[2021-11-11]			14388230				
208333975	Anna Karenina	1	Tolstoy, Leo				Vintage, Paperback, 964 pages	2012					Anna Karenina by Leo Tolstoy (2012)	Paperback							964 							booktube	To read			PG3366 .A6	[]		Adultery > Drama|Adultery > Fiction|Adultery > Russia > Fiction|Allegories|Didactic fiction|English fiction > Translations from Russian|Fiction in English > Translations from Russian|Love Stories|Love stories|Marriage > Drama|Married women > Fiction|Mothers and sons > Drama|Russia > Fiction|Russia > Social conditions > 1533-1917 > Fiction|Russia > Social conditions > 1801-1917 > Drama|Russia > Social life and customs > 1533-1917 > Fiction|Russian fiction > Translations into English|Russian literature|Social values > Drama|Sociological films and programs|Suicide > Drama|Suicide > Russia > Fiction|Upper class > Russia > Fiction|Upper class women > Russia > Fiction|Volkov, Nikola�i Dmitrievich, 1894- Anna Karenina|Volkov, Nikola�i Dmitrievich, 1894-1965. Anna Karenina	891.733	1800–1917 > Literature > Literature of east Indo-European and Celtic languages > Literature of other languages > Russian and East Slavic languages > Russian fiction		1		[2021-11-11]			2340				
208333977	Dark and Starless Forest	1	Hollowell, Sarah	Author			Houghton Mifflin Books for Children (2021), 368 pages	2021					Dark and Starless Forest by Sarah Hollowell (2021)	Hardcover	320 p.; 8.25 inches	1.05 pounds	8.25 inches	1.161 inches	5.5 inches	8.25 x 5.5 x 1.161 inches	320 								To read	English	English		[0358424410]	0358424410, 9780358424413					1	amazon.com books	[2021-11-11]			24975502				
208333978	The House on the Strand	5	du Maurier, Daphne	Author			Little, Brown and Company (2013), 265 pages	2013					The House on the Strand by Daphne du Maurier (2013)	Ebook	352 p.						352 							booktube	To read	English	English	PZ3.D8916 PR6007 .U47	[]		Cornwall (England : County) > Fiction|Cornwall (England) > Fiction|Fantastic fiction|Fantasy fiction|Fiction in English|Psychological fiction|Time travel > Fiction|fantastic fiction|fantasy fiction|fiction in English	823.912	1901-1945 > 1901-1999 > English (not North America) > English fiction > Literature > Modern Period		1	amazon.com books	[2021-11-11]			51410				
208333979	The Lament of Death	5	Vermisoglou, Maria				Publisher Unknown, ebook, 156 pages	2021					The Lament of Death by Maria Vermisoglou (2021)	Other							156 							booktube	To read				[]						1		[2021-11-11]			27290029				
208333980	Rosemary and Rue	1	McGuire, Seanan	Author			Daw Books (2009), Edition: Third Printing, 368 pages	2009					Rosemary and Rue by Seanan McGuire (2009)	Paperback	346 p.; 6.75 inches	0.375 pounds	6.75 inches	0.97 inches	4.13 inches	6.75 x 4.13 x 0.97 inches	346 							booktube	To read	English	English	PS3613.C5 R67	[0756405718]	0756405718, 9780756405717		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			8103463				
208333981	Over the Woodward Wall (The Up-and-Under, 1)	1	Baker, A. Deborah	Author			Tordotcom (2020), 208 pages	2020					Over the Woodward Wall (The Up-and-Under, 1) by A. Deborah Baker (2020)	Hardcover	204 p.; 8.38 inches	0.6283174467 pounds	8.3799045 inches	0.9051163 inches	5.42 inches	8.3799045 x 5.42 x 0.9051163 inches	204 							booktube	To read	English	English	PS3607.R36395 O84	[076539927X]	076539927X, 9780765399274		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			24104916				
208333982	Town Under (The System Apocalypse: Australia, #1)	1					Publisher Unknown, null pages						Town Under (The System Apocalypse: Australia, #1)	Other							null 							booktube	To read				[1990491456]	1990491456, 9781990491450					1		[2021-11-11]			27290031				
208333983	Pretty Little Wife: A Novel	1	Kane, Darby	Author			William Morrow Paperbacks (2020), 416 pages	2020					Pretty Little Wife: A Novel by Darby Kane (2020)	Paperback	403 p.; 8 inches	0.67 pounds	8 inches	0.94 inches	5.31 inches	8 x 5.31 x 0.94 inches	403 							booktube	To read	English	English	PS3611.A54 P74	[0063016400]	0063016400, 9780063016408		813.6	21st Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-11-11]			25445986				
